date,Alpine (S),Ararat (RC),Ballarat (C),Banyule (C),Bass Coast (S),Baw Baw (S),Bayside (C),Benalla (RC),Boroondara (C),Brimbank (C),Buloke (S),Campaspe (S),Cardinia (S),Casey (C),Central Goldfields (S),Colac-Otway (S),Corangamite (S),Darebin (C),East Gippsland (S),Frankston (C),Gannawarra (S),Glen Eira (C),Glenelg (S),Golden Plains (S),Greater Bendigo (C),Greater Dandenong (C),Greater Geelong (C),Greater Shepparton (C),Hepburn (S),Hindmarsh (S),Hobsons Bay (C),Horsham (RC),Hume (C),Indigo (S),Kingston (C),Knox (C),Latrobe (C),Loddon (S),Macedon Ranges (S),Manningham (C),Mansfield (S),Maribyrnong (C),Maroondah (C),Melbourne (C),Melton (C),Mildura (RC),Mitchell (S),Moira (S),Monash (C),Moonee Valley (C),Moorabool (S),Moreland (C),Mornington Peninsula (S),Mount Alexander (S),Moyne (S),Murrindindi (S),Nillumbik (S),Northern Grampians (S),Port Phillip (C),Pyrenees (S),Queenscliffe (B),South Gippsland (S),Southern Grampians (S),Stonnington (C),Strathbogie (S),Surf Coast (S),Swan Hill (RC),Towong (S),Unincorporated Vic,Wangaratta (RC),Warrnambool (C),Wellington (S),West Wimmera (S),Whitehorse (C),Whittlesea (C),Wodonga (RC),Wyndham (C),Yarra (C),Yarra Ranges (S),Yarriambiack (S)
2020-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,12.0,1.0,0.0,0.0,0.0,1.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,19.0,1.0,0.0,0.0
2020-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,15.0,2.0,0.0,0.0
2020-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,22.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,32.0,4.0,0.0,2.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,26.0,1.0,1.0,0.0
2020-07-07,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,18.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,16.0,4.0,0.0,-1.0,0.0,5.0,10.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,23.0,6.0,0.0,0.0
2020-07-08,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,14.0,3.0,0.0,1.0,0.0,4.0,14.0,0.0,7.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,18.0,1.0,2.0,0.0
2020-07-09,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,-1.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,22.0,3.0,0.0,0.0,0.0,0.0,26.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,22.0,5.0,0.0,0.0
2020-07-10,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,3.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,7.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,97.0,5.0,0.0,3.0,0.0,4.0,38.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,-1.0,23.0,4.0,0.0,0.0
2020-07-11,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,1.0,21.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,23.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,6.0,0.0,3.0,0.0,3.0,30.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,0.0,29.0,2.0,1.0,0.0
2020-07-12,0.0,0.0,0.0,10.0,2.0,1.0,0.0,0.0,5.0,23.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,44.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,13.0,2.0,14.0,7.0,0.0,1.0,0.0,2.0,20.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,11.0,0.0,25.0,11.0,0.0,0.0
2020-07-13,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,16.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-20.0,18.0,0.0,0.0,0.0,1.0,23.0,1.0,14.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,18.0,7.0,0.0,0.0
2020-07-14,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,32.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,1.0,-1.0,0.0,0.0,6.0,0.0,32.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,10.0,1.0,14.0,7.0,0.0,0.0,0.0,0.0,26.0,0.0,12.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,27.0,8.0,1.0,0.0
2020-07-15,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,9.0,2.0,16.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,10.0,1.0,8.0,11.0,0.0,2.0,0.0,3.0,22.0,0.0,22.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,29.0,12.0,0.0,0.0
2020-07-16,0.0,0.0,1.0,16.0,0.0,0.0,1.0,0.0,4.0,34.0,0.0,-1.0,0.0,6.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,10.0,1.0,27.0,0.0,4.0,1.0,1.0,0.0,0.0,6.0,0.0,7.0,1.0,30.0,16.0,0.0,1.0,0.0,5.0,21.0,0.0,14.0,2.0,0.0,0.0,0.0,3.0,1.0,-1.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,36.0,11.0,0.0,0.0
2020-07-17,0.0,0.0,4.0,29.0,-1.0,0.0,0.0,0.0,5.0,63.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,10.0,-1.0,39.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,10.0,1.0,46.0,28.0,0.0,1.0,0.0,0.0,13.0,0.0,18.0,0.0,0.0,0.0,0.0,-1.0,-1.0,8.0,0.0,0.0,-1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29.0,0.0,57.0,13.0,1.0,0.0
2020-07-18,0.0,0.0,3.0,4.0,0.0,0.0,2.0,0.0,3.0,7.0,0.0,0.0,2.0,17.0,0.0,2.0,0.0,9.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,17.0,4.0,0.0,2.0,0.0,2.0,12.0,1.0,10.0,1.0,0.0,0.0,0.0,-1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,5.0,13.0,0.0,25.0,10.0,0.0,0.0
2020-07-19,0.0,0.0,0.0,15.0,0.0,0.0,2.0,0.0,6.0,21.0,0.0,0.0,4.0,12.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,13.0,5.0,0.0,0.0,0.0,7.0,1.0,37.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,10.0,2.0,22.0,17.0,0.0,1.0,0.0,3.0,9.0,0.0,26.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,0.0,46.0,20.0,1.0,0.0
2020-07-20,0.0,0.0,1.0,7.0,0.0,0.0,5.0,0.0,4.0,31.0,0.0,0.0,1.0,11.0,0.0,7.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,2.0,-1.0,11.0,0.0,8.0,1.0,0.0,1.0,1.0,1.0,0.0,14.0,0.0,6.0,9.0,0.0,-1.0,0.0,4.0,13.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,0.0,26.0,11.0,2.0,0.0
2020-07-21,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,6.0,24.0,0.0,0.0,1.0,27.0,0.0,15.0,1.0,8.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,7.0,6.0,0.0,0.0,0.0,7.0,1.0,33.0,0.0,6.0,2.0,0.0,0.0,0.0,3.0,1.0,12.0,2.0,7.0,14.0,0.0,1.0,0.0,6.0,15.0,2.0,36.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,36.0,12.0,2.0,0.0
